City1,City2,Hexcode1,Hexcode2,Hexcode3,Hexcode4,Hexcode5,Hexcode6,Hexcode7
"Oklahoma City, OK, USA","Oklahoma City, OK, USA",#be3885,#d7566c,#ffffff,,,,
"Oklahoma City, OK, USA","Columbia, MO, USA",#be3885,#d7566c,#ffffff,,,,
"Columbia, MO, USA","Urbana, IL, USA",#be3885,#d7566c,#ffffff,,,,
"Urbana, IL, USA","Urbana, IL, USA",#be3885,#d7566c,#ffffff,,,,
"Urbana, IL, USA","New York City, NY, USA",#be3885,#d7566c,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#bf3984,#d6556d,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#bf3984,#d6556d,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#bf3984,#d6556d,#ffffff,,,,
"New York City, NY, USA","Jackson, MI, USA",#bf3984,#d6556d,#ffffff,,,,
"Jackson, MI, USA","Jackson, MI, USA",#bf3984,#d6556d,#ffffff,,,,
"Jackson, MI, USA","East Lansing, MI, USA",#bf3984,#d6556d,#ffffff,,,,
"East Lansing, MI, USA","East Lansing, MI, USA",#bf3984,#d6556d,#ffffff,,,,
"East Lansing, MI, USA","East Lansing, MI, USA",#bf3984,#d6556d,#ffffff,,,,
"East Lansing, MI, USA","St. Louis, MO, USA",#bf3984,#d6556d,#ffffff,,,,
"St. Louis, MO, USA","St. Louis, MO, USA",#bf3984,#d6556d,#ffffff,,,,
"St. Louis, MO, USA","Kansas City, MO, USA",#bf3984,#d6556d,#ffffff,,,,
"Kansas City, MO, USA","Kansas City, MO, USA",#c03a83,#d5546e,#ffffff,,,,
"Kansas City, MO, USA","Stillwater, OK, USA",#c03a83,#d5546e,#ffffff,,,,
"Stillwater, OK, USA","Stillwater, OK, USA",#c03a83,#d5546e,#ffffff,,,,
"Stillwater, OK, USA","Moorhead, MN, USA",#c03a83,#d5546e,#ffffff,,,,
"Moorhead, MN, USA","Winnipeg, Manitoba, Canada",#c03a83,#d5546e,#ffffff,,,,
"Winnipeg, Manitoba, Canada","Winnipeg, Manitoba, Canada",#c03a83,#d5546e,#ffffff,,,,
"Winnipeg, Manitoba, Canada","Chicago, IL, USA",#c03a83,#d5546e,#ffffff,,,,
"Chicago, IL, USA","Chicago, IL, USA",#c03a83,#d5546e,#ffffff,,,,
"Chicago, IL, USA","Newark, DE, USA",#c03a83,#d5546e,#ffffff,,,,
"Newark, DE, USA","Dover, DE, USA",#c03a83,#d5546e,#ffffff,,,,
"Dover, DE, USA","Newark, DE, USA",#c03a83,#d5546e,#ffffff,,,,
"Newark, DE, USA","Richmond, VA, USA",#c03a83,#d5546e,#ffffff,,,,
"Richmond, VA, USA","Richmond, VA, USA",#c03a83,#d5546e,#ffffff,,,,
"Richmond, VA, USA","Princeton, NJ, USA",#c03a83,#d5546e,#ffffff,,,,
"Princeton, NJ, USA","Madison, NJ, USA",#c03a83,#d5546e,#ffffff,,,,
"Madison, NJ, USA","Madison, NJ, USA",#c03a83,#d5546e,#ffffff,,,,
"Madison, NJ, USA","Boston, MA, USA",#c03a83,#d5546e,#ffffff,,,,
"Boston, MA, USA","Boston, MA, USA",#c03a83,#d5546e,#ffffff,,,,
"Boston, MA, USA","Lewiston, ME, USA",#c03a83,#d5546e,#ffffff,,,,
"Lewiston, ME, USA","Portland, ME, USA",#c03a83,#d5546e,#ffffff,,,,
"Portland, ME, USA","Biddeford, ME, USA",#c03a83,#d5546e,#ffffff,,,,
"Biddeford, ME, USA","Portland, ME, USA",#c03a83,#d5546e,#ffffff,,,,
"Portland, ME, USA","Portland, ME, USA",#c03a83,#d5546e,#ffffff,,,,
"Portland, ME, USA","Philadelphia, PA, USA",#c03a83,#d5546e,#ffffff,,,,
"Philadelphia, PA, USA","Philadelphia, PA, USA",#c03a83,#d5546e,#ffffff,,,,
"Philadelphia, PA, USA","Amherst, MA, USA",#c03a83,#d5546e,#ffffff,,,,
"Amherst, MA, USA","Amherst, MA, USA",#c03a83,#d5546e,#ffffff,,,,
"Amherst, MA, USA","Hartford, CT, USA",#c03a83,#d5546e,#ffffff,,,,
"Hartford, CT, USA","Hartford, CT, USA",#c13b82,#d5536f,#ffffff,,,,
"Hartford, CT, USA","New York City, NY, USA",#c13b82,#d5536f,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c13b82,#d5536f,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c13b82,#d5536f,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c13b82,#d5536f,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c13b82,#d5536f,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c13b82,#d5536f,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c13b82,#d5536f,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c13b82,#d5536f,#ffffff,,,,
"New York City, NY, USA","Washington, D.C., USA",#c23c81,#d45270,#ffffff,,,,
"Washington, D.C., USA","Washington, D.C., USA",#c23c81,#d45270,#ffffff,,,,
"Washington, D.C., USA","Washington, D.C., USA",#c23c81,#d45270,#ffffff,,,,
"Washington, D.C., USA","Washington, D.C., USA",#c23c81,#d45270,#ffffff,,,,
"Washington, D.C., USA","Washington, D.C., USA",#c23c81,#d45270,#ffffff,,,,
"Washington, D.C., USA","Washington, D.C., USA",#c23c81,#d45270,#ffffff,,,,
"Washington, D.C., USA","Philadelphia, PA, USA",#c23c81,#d45270,#ffffff,,,,
"Philadelphia, PA, USA","Philadelphia, PA, USA",#c23c81,#d45270,#ffffff,,,,
"Philadelphia, PA, USA","New York City, NY, USA",#c23c81,#d45270,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c23c81,#d45270,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c23c81,#d45270,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c23c81,#d45270,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c23c81,#d45270,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c23c81,#d45270,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c23c81,#d45270,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c23c81,#d45270,#ffffff,,,,
"New York City, NY, USA","New London, CT, USA",#c33d80,#d35171,#ffffff,,,,
"New London, CT, USA","New London, CT, USA",#c33d80,#d35171,#ffffff,,,,
"New London, CT, USA","Vienna, VA, USA",#c33d80,#d35171,#ffffff,,,,
"Vienna, VA, USA","Vienna, VA, USA",#c33d80,#d35171,#ffffff,,,,
"Vienna, VA, USA","Oneida, NY, USA",#c33d80,#d35171,#ffffff,,,,
"Oneida, NY, USA","Oneida, NY, USA",#c43e7f,#d24f71,#ffffff,,,,
"Oneida, NY, USA","Towson, MD, USA",#c43e7f,#d24f71,#ffffff,,,,
"Towson, MD, USA","Towson, MD, USA",#c43e7f,#d24f71,#ffffff,,,,
"Towson, MD, USA","Trenton, NJ, USA",#c43e7f,#d24f71,#ffffff,,,,
"Trenton, NJ, USA","Philadelphia, PA, USA",#c43e7f,#d24f71,#ffffff,,,,
"Philadelphia, PA, USA","Philadelphia, PA, USA",#c43e7f,#d24f71,#ffffff,,,,
"Philadelphia, PA, USA","Washington, D.C., USA",#c43e7f,#d24f71,#ffffff,,,,
"Washington, D.C., USA","Charlotte, NC, USA",#c43e7f,#d24f71,#ffffff,,,,
"Charlotte, NC, USA","Charlotte, NC, USA",#c43e7f,#d24f71,#ffffff,,,,
"Charlotte, NC, USA","Boston, MA, USA",#c43e7f,#d24f71,#ffffff,,,,
"Boston, MA, USA","Boston, MA, USA",#c43e7f,#d24f71,#ffffff,,,,
"Boston, MA, USA","Paterson, NJ, USA",#c43e7f,#d24f71,#ffffff,,,,
"Paterson, NJ, USA","Williamstown, MA, USA",#c43e7f,#d24f71,#ffffff,,,,
"Williamstown, MA, USA","Williamstown, MA, USA",#c43e7f,#d24f71,#ffffff,,,,
"Williamstown, MA, USA","New York City, NY, USA",#c43e7f,#d24f71,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c43e7f,#d24f71,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c43e7f,#d24f71,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c43e7f,#d24f71,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c5407e,#d14e72,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c5407e,#d14e72,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c5407e,#d14e72,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c5407e,#d14e72,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c5407e,#d14e72,#ffffff,,,,
"New York City, NY, USA","Washington, D.C., USA",#c5407e,#d14e72,#ffffff,,,,
"Washington, D.C., USA","Washington, D.C., USA",#c6417d,#d04d73,#ffffff,,,,
"Washington, D.C., USA","Washington, D.C., USA",#c6417d,#d04d73,#ffffff,,,,
"Washington, D.C., USA","Frankfort, KY, USA",#c6417d,#d04d73,#ffffff,,,,
"Frankfort, KY, USA","Lafayette, IN, USA",#c6417d,#d04d73,#ffffff,,,,
"Lafayette, IN, USA","Lafayette, IN, USA",#c6417d,#d04d73,#ffffff,,,,
"Lafayette, IN, USA","Macomb, IL, USA",#c6417d,#d04d73,#ffffff,,,,
"Macomb, IL, USA","Macomb, IL, USA",#c6417d,#d04d73,#ffffff,,,,
"Macomb, IL, USA","Ann Arbor, MI, USA",#c6417d,#d04d73,#ffffff,,,,
"Ann Arbor, MI, USA","Ann Arbor, MI, USA",#c6417d,#d04d73,#ffffff,,,,
"Ann Arbor, MI, USA","Allendale, MI, USA",#c6417d,#d04d73,#ffffff,,,,
"Allendale, MI, USA","Bloomington, IN, USA",#c6417d,#d04d73,#ffffff,,,,
"Bloomington, IN, USA","Bloomington, IN, USA",#c6417d,#d04d73,#ffffff,,,,
"Bloomington, IN, USA","Iowa City, IA, USA",#c6417d,#d04d73,#ffffff,,,,
"Iowa City, IA, USA","Iowa City, IA, USA",#c6417d,#d04d73,#ffffff,,,,
"Iowa City, IA, USA","Minneapolis, MN, USA",#c6417d,#d04d73,#ffffff,,,,
"Minneapolis, MN, USA","Minneapolis, MN, USA",#c6417d,#d04d73,#ffffff,,,,
"Minneapolis, MN, USA","Kansas City, MO, USA",#c6417d,#d04d73,#ffffff,,,,
"Kansas City, MO, USA","Kansas City, MO, USA",#c6417d,#d04d73,#ffffff,,,,
"Kansas City, MO, USA","Chicago, IL, USA",#c6417d,#d04d73,#ffffff,,,,
"Chicago, IL, USA","Chicago, IL, USA",#c6417d,#d04d73,#ffffff,,,,
"Chicago, IL, USA","Princeton, NJ, USA",#c6417d,#d04d73,#ffffff,,,,
"Princeton, NJ, USA","Hackensack, NJ, USA",#c7427c,#cf4c74,#ffffff,,,,
"Hackensack, NJ, USA","Newark, NJ, USA",#c7427c,#cf4c74,#ffffff,,,,
"Newark, NJ, USA","Niagara, NY, USA",#c7427c,#cf4c74,#ffffff,,,,
"Niagara, NY, USA","Buffalo, NY, USA",#c7427c,#cf4c74,#ffffff,,,,
"Buffalo, NY, USA","Buffalo, NY, USA",#c7427c,#cf4c74,#ffffff,,,,
"Buffalo, NY, USA","Fredonia, NY, USA",#c7427c,#cf4c74,#ffffff,,,,
"Fredonia, NY, USA","Buffalo, NY, USA",#c7427c,#cf4c74,#ffffff,,,,
"Buffalo, NY, USA","Buffalo, NY, USA",#c7427c,#cf4c74,#ffffff,,,,
"Buffalo, NY, USA","Rochester, NY, USA",#c7427c,#cf4c74,#ffffff,,,,
"Rochester, NY, USA","Rochester, NY, USA",#c7427c,#cf4c74,#ffffff,,,,
"Rochester, NY, USA","New York City, NY, USA",#c7427c,#cf4c74,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c7427c,#cf4c74,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c8437b,#ce4b75,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c8437b,#ce4b75,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c8437b,#ce4b75,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#c8437b,#ce4b75,#ffffff,,,,
"New York City, NY, USA","London, England",#c8437b,#ce4b75,#ffffff,,,,
"London, England","London, England",#c8437b,#ce4b75,#ffffff,,,,
"London, England","London, England",#c8437b,#ce4b75,#ffffff,,,,
"London, England","London, England",#c8437b,#ce4b75,#ffffff,,,,
"London, England","London, England",#c8437b,#ce4b75,#ffffff,,,,
"London, England","London, England",#c8437b,#ce4b75,#ffffff,,,,
"London, England","Tehran, Iran",#c8437b,#ce4b75,#ffffff,,,,
"Tehran, Iran","Tehran, Iran",#c8437b,#ce4b75,#ffffff,,,,
"Tehran, Iran","Baalbek, Lebanon",#c9447a,#cd4a76,#ffffff,,,,
"Baalbek, Lebanon","Baalbek, Lebanon",#c9447a,#cd4a76,#ffffff,,,,
"Baalbek, Lebanon","Baalbek, Lebanon",#c9447a,#cd4a76,#ffffff,,,,
"Baalbek, Lebanon","New York City, NY, USA",#c9447a,#cd4a76,#ffffff,,,,
"New York City, NY, USA","Atlanta, GA, USA",#c9447a,#cd4a76,#ffffff,,,,
"Atlanta, GA, USA","Vienna, VA, USA",#c9447a,#cd4a76,#ffffff,,,,
"Vienna, VA, USA","Vienna, VA, USA",#c9447a,#cd4a76,#ffffff,,,,
"Vienna, VA, USA","New York City, NY, USA",#c9447a,#cd4a76,#ffffff,,,,
"New York City, NY, USA","Albuquerque, NM, USA",#ca457a,#cc4977,#ffffff,,,,
"Albuquerque, NM, USA","Albuquerque, NM, USA",#ca457a,#cc4977,#ffffff,,,,
"Albuquerque, NM, USA","Tucson, AZ, USA",#ca457a,#cc4977,#ffffff,,,,
"Tucson, AZ, USA","Tucson, AZ, USA",#ca457a,#cc4977,#ffffff,,,,
"Tucson, AZ, USA","Tempe, AZ, USA",#ca457a,#cc4977,#ffffff,,,,
"Tempe, AZ, USA","Tempe, AZ, USA",#ca457a,#cc4977,#ffffff,,,,
"Tempe, AZ, USA","Los Angeles, CA, USA",#ca457a,#cc4977,#ffffff,,,,
"Los Angeles, CA, USA","Los Angeles, CA, USA",#ca457a,#cc4977,#ffffff,,,,
"Los Angeles, CA, USA","San Diego, CA, USA",#ca457a,#cc4977,#ffffff,,,,
"San Diego, CA, USA","San Diego, CA, USA",#ca457a,#cc4977,#ffffff,,,,
"San Diego, CA, USA","Berkeley, CA, USA",#ca457a,#cc4977,#ffffff,,,,
"Berkeley, CA, USA","Berkeley, CA, USA",#ca457a,#cc4977,#ffffff,,,,
"Berkeley, CA, USA","Palo Alto, CA, USA",#ca457a,#cc4977,#ffffff,,,,
"Palo Alto, CA, USA","Palo Alto, CA, USA",#ca457a,#cc4977,#ffffff,,,,
"Palo Alto, CA, USA","Tacoma, WA, USA",#ca457a,#cc4977,#ffffff,,,,
"Tacoma, WA, USA","Seattle, WA, USA",#ca457a,#cc4977,#ffffff,,,,
"Seattle, WA, USA","Seattle, WA, USA",#ca457a,#cc4977,#ffffff,,,,
"Seattle, WA, USA","Portland, OR, USA",#ca457a,#cc4977,#ffffff,,,,
"Portland, OR, USA","Portland, OR, USA",#ca457a,#cc4977,#ffffff,,,,
"Portland, OR, USA","New York City, NY, USA",#ca457a,#cc4977,#ffffff,,,,
"New York City, NY, USA","Fort Collins, CO, USA",#ca457a,#cc4977,#ffffff,,,,
"Fort Collins, CO, USA","Fort Collins, CO, USA",#ca457a,#cc4977,#ffffff,,,,
"Fort Collins, CO, USA","New York City, NY, USA",#ca457a,#cc4977,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#cb4679,#cc4778,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#cb4679,#cc4778,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#cb4679,#cc4778,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#cb4679,#cc4778,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#cb4679,#cc4778,#ffffff,,,,
"New York City, NY, USA","Paris, France",#cb4679,#cc4778,#ffffff,,,,
"Paris, France","Paris, France",#cc4778,#cb4679,#ffffff,,,,
"Paris, France","Paris, France",#cc4778,#cb4679,#ffffff,,,,
"Paris, France","Paris, France",#cc4778,#cb4679,#ffffff,,,,
"Paris, France","Paris, France",#cc4778,#cb4679,#ffffff,,,,
"Paris, France","Paris, France",#cc4778,#cb4679,#ffffff,,,,
"Paris, France","Paris, France",#cc4778,#cb4679,#ffffff,,,,
"Paris, France","Paris, France",#cc4778,#cb4679,#ffffff,,,,
"Paris, France","New London, CT, USA",#cc4778,#cb4679,#ffffff,,,,
"New London, CT, USA","New London, CT, USA",#cc4778,#cb4679,#ffffff,,,,
"New London, CT, USA","Philadelphia, PA, USA",#cc4778,#cb4679,#ffffff,,,,
"Philadelphia, PA, USA","Philadelphia, PA, USA",#cc4778,#cb4679,#ffffff,,,,
"Philadelphia, PA, USA","Baltimore, MD, USA",#cc4778,#cb4679,#ffffff,,,,
"Baltimore, MD, USA","Rochester, NY, USA",#cc4778,#cb4679,#ffffff,,,,
"Rochester, NY, USA","Rochester, NY, USA",#cc4778,#cb4679,#ffffff,,,,
"Rochester, NY, USA","Pittsburgh, PA, USA",#cc4977,#ca457a,#ffffff,,,,
"Pittsburgh, PA, USA","Pittsburgh, PA, USA",#cc4977,#ca457a,#ffffff,,,,
"Pittsburgh, PA, USA","Washington, D.C., USA",#cc4977,#ca457a,#ffffff,,,,
"Washington, D.C., USA","Washington, D.C., USA",#cc4977,#ca457a,#ffffff,,,,
"Washington, D.C., USA","Wilmington, DE, USA",#cc4977,#ca457a,#ffffff,,,,
"Wilmington, DE, USA","Wilmington, DE, USA",#cc4977,#ca457a,#ffffff,,,,
"Wilmington, DE, USA","University Park, PA, USA",#cc4977,#ca457a,#ffffff,,,,
"University Park, PA, USA","University Park, PA, USA",#cc4977,#ca457a,#ffffff,,,,
"University Park, PA, USA","Trenton, NJ, USA",#cc4977,#ca457a,#ffffff,,,,
"Trenton, NJ, USA","Boston, MA, USA",#cc4977,#ca457a,#ffffff,,,,
"Boston, MA, USA","Boston, MA, USA",#cc4977,#ca457a,#ffffff,,,,
"Boston, MA, USA","Greenwich, CT, USA",#cc4977,#ca457a,#ffffff,,,,
"Greenwich, CT, USA","Greenwich, CT, USA",#cc4977,#ca457a,#ffffff,,,,
"Greenwich, CT, USA","New York City, NY, USA",#cc4977,#ca457a,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#cc4977,#ca457a,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#cd4a76,#c9447a,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#cd4a76,#c9447a,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#cd4a76,#c9447a,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#cd4a76,#c9447a,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#cd4a76,#c9447a,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#cd4a76,#c9447a,#ffffff,,,,
"New York City, NY, USA","Berlin, Germany",#cd4a76,#c9447a,#ffffff,,,,
"Berlin, Germany","Berlin, Germany",#cd4a76,#c9447a,#ffffff,,,,
"Berlin, Germany","Vienna, Austria",#cd4a76,#c9447a,#ffffff,,,,
"Vienna, Austria","Vienna, Austria",#cd4a76,#c9447a,#ffffff,,,,
"Vienna, Austria","Budapest, Hungary",#cd4a76,#c9447a,#ffffff,,,,
"Budapest, Hungary","Budapest, Hungary",#cd4a76,#c9447a,#ffffff,,,,
"Budapest, Hungary","Bucharest, Socialist Republic of Romania",#ce4b75,#c8437b,#ffffff,,,,
"Bucharest, Socialist Republic of Romania","Bucharest, Socialist Republic of Romania",#ce4b75,#c8437b,#ffffff,,,,
"Bucharest, Socialist Republic of Romania","Timișoara, Socialist Republic of Romania",#ce4b75,#c8437b,#ffffff,,,,
"Timișoara, Socialist Republic of Romania","Zagreb, Socialist Federal Republic of Yugoslavia",#ce4b75,#c8437b,#ffffff,,,,
"Zagreb, Socialist Federal Republic of Yugoslavia","Split, Socialist Federal Republic of Yugoslavia",#ce4b75,#c8437b,#ffffff,,,,
"Split, Socialist Federal Republic of Yugoslavia","Dubrovnik, Socialist Federal Republic of Yugoslavia",#ce4b75,#c8437b,#ffffff,,,,
"Dubrovnik, Socialist Federal Republic of Yugoslavia","Cologne, Germany",#ce4b75,#c8437b,#ffffff,,,,
"Cologne, Germany","Cologne, Germany",#ce4b75,#c8437b,#ffffff,,,,
"Cologne, Germany","Nervi, Italy",#ce4b75,#c8437b,#ffffff,,,,
"Nervi, Italy","Nervi, Italy",#ce4b75,#c8437b,#ffffff,,,,
"Nervi, Italy","Avignon, France",#ce4b75,#c8437b,#ffffff,,,,
"Avignon, France","Avignon, France",#ce4b75,#c8437b,#ffffff,,,,
"Avignon, France","Avignon, France",#ce4b75,#c8437b,#ffffff,,,,
"Avignon, France","Avignon, France",#ce4b75,#c8437b,#ffffff,,,,
"Avignon, France","New York City, NY, USA",#ce4b75,#c8437b,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#ce4b75,#c8437b,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#ce4b75,#c8437b,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#ce4b75,#c8437b,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#cf4c74,#c7427c,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#cf4c74,#c7427c,#ffffff,,,,
"New York City, NY, USA","East Hampton, NY, USA",#cf4c74,#c7427c,#ffffff,,,,
"East Hampton, NY, USA","Storrs, CT, USA",#cf4c74,#c7427c,#ffffff,,,,
"Storrs, CT, USA","Storrs, CT, USA",#cf4c74,#c7427c,#ffffff,,,,
"Storrs, CT, USA","Hackensack, NJ, USA",#cf4c74,#c7427c,#ffffff,,,,
"Hackensack, NJ, USA","Hackensack, NJ, USA",#cf4c74,#c7427c,#ffffff,,,,
"Hackensack, NJ, USA","New Brunswick, NJ, USA",#cf4c74,#c7427c,#ffffff,,,,
"New Brunswick, NJ, USA","New Brunswick, NJ, USA",#cf4c74,#c7427c,#ffffff,,,,
"New Brunswick, NJ, USA","East Brunswick, NJ, USA",#cf4c74,#c7427c,#ffffff,,,,
"East Brunswick, NJ, USA","Rochester, NY, USA",#cf4c74,#c7427c,#ffffff,,,,
"Rochester, NY, USA","Rochester, NY, USA",#cf4c74,#c7427c,#ffffff,,,,
"Rochester, NY, USA","Middlebury, VT, USA",#cf4c74,#c7427c,#ffffff,,,,
"Middlebury, VT, USA","Johnson, VT, USA",#cf4c74,#c7427c,#ffffff,,,,
"Johnson, VT, USA","Burlington, VT, USA",#cf4c74,#c7427c,#ffffff,,,,
"Burlington, VT, USA","Rutland, VT, USA",#cf4c74,#c7427c,#ffffff,,,,
"Rutland, VT, USA","Philadelphia, PA, USA",#cf4c74,#c7427c,#ffffff,,,,
"Philadelphia, PA, USA","Glassboro, NJ, USA",#cf4c74,#c7427c,#ffffff,,,,
"Glassboro, NJ, USA","Glassboro, NJ, USA",#cf4c74,#c7427c,#ffffff,,,,
"Glassboro, NJ, USA","Ann Arbor, MI, USA",#cf4c74,#c7427c,#ffffff,,,,
"Ann Arbor, MI, USA","Ann Arbor, MI, USA",#cf4c74,#c7427c,#ffffff,,,,
"Ann Arbor, MI, USA","Kalamazoo, MI, USA",#cf4c74,#c7427c,#ffffff,,,,
"Kalamazoo, MI, USA","Kalamazoo, MI, USA",#d04d73,#c6417d,#ffffff,,,,
"Kalamazoo, MI, USA","East Lansing, MI, USA",#d04d73,#c6417d,#ffffff,,,,
"East Lansing, MI, USA","East Lansing, MI, USA",#d04d73,#c6417d,#ffffff,,,,
"East Lansing, MI, USA","Minneapolis, MN, USA",#d04d73,#c6417d,#ffffff,,,,
"Minneapolis, MN, USA","Minneapolis, MN, USA",#d04d73,#c6417d,#ffffff,,,,
"Minneapolis, MN, USA","St. Louis, MO, USA",#d04d73,#c6417d,#ffffff,,,,
"St. Louis, MO, USA","St. Louis, MO, USA",#d04d73,#c6417d,#ffffff,,,,
"St. Louis, MO, USA","Chicago, IL, USA",#d04d73,#c6417d,#ffffff,,,,
"Chicago, IL, USA","Chicago, IL, USA",#d04d73,#c6417d,#ffffff,,,,
"Chicago, IL, USA","Akron, OH, USA",#d04d73,#c6417d,#ffffff,,,,
"Akron, OH, USA","Akron, OH, USA",#d04d73,#c6417d,#ffffff,,,,
"Akron, OH, USA","Detroit, MI, USA",#d04d73,#c6417d,#ffffff,,,,
"Detroit, MI, USA","Detroit, MI, USA",#d04d73,#c6417d,#ffffff,,,,
"Detroit, MI, USA","New York City, NY, USA",#d04d73,#c6417d,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#d04d73,#c6417d,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#d04d73,#c6417d,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#d04d73,#c6417d,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#d04d73,#c6417d,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#d04d73,#c6417d,#ffffff,,,,
"New York City, NY, USA","Boston, MA, USA",#d14e72,#c5407e,#ffffff,,,,
"Boston, MA, USA","Boston, MA, USA",#d14e72,#c5407e,#ffffff,,,,
"Boston, MA, USA","Princeton, NJ, USA",#d14e72,#c5407e,#ffffff,,,,
"Princeton, NJ, USA","Princeton, NJ, USA",#d14e72,#c5407e,#ffffff,,,,
"Princeton, NJ, USA","Newburgh, NY, USA",#d14e72,#c5407e,#ffffff,,,,
"Newburgh, NY, USA","Montclair, NJ, USA",#d14e72,#c5407e,#ffffff,,,,
"Montclair, NJ, USA","Montclair, NJ, USA",#d14e72,#c5407e,#ffffff,,,,
"Montclair, NJ, USA","Washington, D.C., USA",#d14e72,#c5407e,#ffffff,,,,
"Washington, D.C., USA","Washington, D.C., USA",#d14e72,#c5407e,#ffffff,,,,
"Washington, D.C., USA","Pittsburgh, PA, USA",#d14e72,#c5407e,#ffffff,,,,
"Pittsburgh, PA, USA","Pittsburgh, PA, USA",#d14e72,#c5407e,#ffffff,,,,
"Pittsburgh, PA, USA","Raleigh, NC, USA",#d14e72,#c5407e,#ffffff,,,,
"Raleigh, NC, USA","Raleigh, NC, USA",#d14e72,#c5407e,#ffffff,,,,
"Raleigh, NC, USA","Charlotte, NC, USA",#d14e72,#c5407e,#ffffff,,,,
"Charlotte, NC, USA","Charlotte, NC, USA",#d14e72,#c5407e,#ffffff,,,,
"Charlotte, NC, USA","Atlanta, GA, USA",#d24f71,#c43e7f,#ffffff,,,,
"Atlanta, GA, USA","Atlanta, GA, USA",#d24f71,#c43e7f,#ffffff,,,,
"Atlanta, GA, USA","Birmingham, AL, USA",#d24f71,#c43e7f,#ffffff,,,,
"Birmingham, AL, USA","New Orleans, LA, USA",#d24f71,#c43e7f,#ffffff,,,,
"New Orleans, LA, USA","New Orleans, LA, USA",#d24f71,#c43e7f,#ffffff,,,,
"New Orleans, LA, USA","Baton Rouge, LA, USA",#d24f71,#c43e7f,#ffffff,,,,
"Baton Rouge, LA, USA","Baton Rouge, LA, USA",#d24f71,#c43e7f,#ffffff,,,,
"Baton Rouge, LA, USA","Houston, TX, USA",#d24f71,#c43e7f,#ffffff,,,,
"Houston, TX, USA","Houston, TX, USA",#d24f71,#c43e7f,#ffffff,,,,
"Houston, TX, USA","Austin, TX, USA",#d24f71,#c43e7f,#ffffff,,,,
"Austin, TX, USA","Austin, TX, USA",#d24f71,#c43e7f,#ffffff,,,,
